인증기업목록,,,,,,,,
,,,,,,,,
분류명,업체명,전화번호,기업주소,,,,,
[724] 생분해성 수지 제품,(주)테코플러스,070-7770-1807,"경기도 수원시 영통구 광교로 107, 보육동 210호(이의동, 경기도중소기업지원센터)",,,,,
[727] 바이오매스 합성수지 제품,(주)테코플러스,070-7770-1807,"경기도 수원시 영통구 광교로 107, 보육동 210호(이의동, 경기도중소기업지원센터)",,,,,
[210] LED 등기구,(주)테크엔,053-593-5678,대구광역시 달성군 구지면 국가산단대로50길 99,,,,,
[726] 목재.합성수지 복합 성형 제품,(주)테크유니온,051-710-8641,"부산광역시 기장군 정관읍 정관상곡2길 67, 4층",,,,,
[144] 개인용 컴퓨터,(주)테트라,02-2202-0503,"서울특별시 성동구 왕십리로 38, 3층 331호(성수동1가, 홍성빌딩)",,,,,
[608] 탈취제,(주)토넷,031-791-3228,"서울특별시 송파구 백제고분로42길 4-29, 7층 (송파동, 해성빌딩)",,,,,
[743] 무기성 토목·건축 자재,(주)토당,061-742-9115,전라남도 순천시 별량면 마산길 37,,,,,
[241] 페인트,(주)토로라이프,02-1644-4562,전라북도 완주군 용진면 완주로 386-22,,,,,
[210] LED 등기구,(주)토르라이팅,033-637-1194,강원도 속초시 농공단지길 90 (대포동),,,,,
[723] 목재 성형제품,(주)토모우드,031-8055-0896,"경기도 화성시 팔탄면 언창공단길 46-8, A동",,,,,
[744] 슬래그 가공 제품,(주)토성산업,051-265-3801,"부산광역시 사하구 다대낙조2길 100, 404동 1201호(다대동,다대동 롯데캐슬 몰운대아파트)",,,,,
[745] 블록·타일·판재류,(주)토우,041-356-6890,충청남도 당진시 면천면 산업단지길 50,,,,,
[241] 페인트,(주)토우건설,031-336-9670,경기도 용인시 처인구 유림로 259-1 (유방동),,,,,
[243] 보온·단열재,(주)토이론,053-851-8888,"경상북도 경산시 와촌면 용천길26길 52-12 (가동,다동,라동,바동)",,,,,
[305] 다목적 세정제,(주)토일러,032-762-5501~2,"인천광역시 남동구 논현고잔로88번길 74 (고잔동,1층)",,,,,
[248] 벽 및 천장 마감재,(주)통탑,061-333-1513,전라남도 나주시 노안면 유곡로 242,,,,,
[727] 바이오매스 합성수지 제품,(주)투데코,02-355-0091,경기도 고양시 덕양구 고골길 102-1,,,,,
[172] 가구,(주)투템디자인,031-947-0097,"경기도 파주시 조리읍 은골길 81-19, ,81-23",,,,,
[174] 사무용 칸막이,(주)투템디자인,031-947-0097,"경기도 파주시 조리읍 은골길 81-19, ,81-23",,,,,
[606] 포장재,(주)트라이본즈,02-2191-4531,"서울특별시 강남구 논현로 323 (역삼동, MTU빌딩)",,,,,
[745] 블록·타일·판재류,(주)트러스콘,031-354-2366,경기도 화성시 양감면 초록로 449,,,,,
[144] 개인용 컴퓨터,(주)트리엠,02-2024-1900,"서울특별시 성동구 상원길 19, 4층(성수동1가, 신한아이티타워)",,,,,
[147] 컴퓨터용 모니터,(주)트리엠,02-2024-1900,"서울특별시 성동구 상원길 19, 4층(성수동1가, 신한아이티타워)",,,,,
[175] 의자,(주)트윈스,031-988-6566,경기도 김포시 월곶면 김포대로 2748,,,,,
[242] 벽지,(주)티.피.엠,053-555-0488,대구광역시 달서구 성서공단남로19길 12 (월암동),,,,,
[210] LED 등기구,(주)티솔루션,053-510-8481,경상북도 칠곡군 약목면 교8길 72 1층,,,,,
[723] 목재 성형제품,(주)티앤비,054-334-3336,경상북도 영천시 대창면 강회3길 56,,,,,
[241] 페인트,(주)티앤에스,043-277-9593,충청북도 청주시 청원구 오창읍 두릉유리로 51-7,,,,,
[606] 포장재,(주)티앤제이(T&J),010-3309-8180,경기도 포천시 가산면 포천로736번길 32,,,,,
[248] 벽 및 천장 마감재,(주)티에스디자인,032-583-8806,"경상남도 진주시 범골로54번길 30-9, 비동 806호 (충무공동)",,,,,
[221] 수도꼭지,(주)티에스자바,02-943-7748,"서울특별시 성북구 안암로5길 40 (안암동4가 , 자바빌딩)",,,,,
[241] 페인트,(주)티에스케미텍,052-256-4940,울산광역시 북구 산업로 900(효문동),,,,,
[246] 실내용 바닥 장식재,(주)티엔팀버,043-857-0950,충청북도 충주시 엄정면 웃세고개길 35-8,,,,,
[210] LED 등기구,(주)티엘,031-798-6198,"경기도 고양시 일산동구 하늘마을로 158(중산동, 대방트리플라온 C동 1202호 )",,,,,
[243] 보온·단열재,(주)티엘론,063-581-9111,전라북도 부안군 행안면 부안농공단지길 14-8,,,,,
[251] 접착제,(주)티엘머티리얼,031-765-9994,경기도 광주시 곤지암읍 열미길 80,,,,,
[255] 초배지,(주)티엘머티리얼,031-765-9994,경기도 광주시 곤지암읍 열미길 80,,,,,
[144] 개인용 컴퓨터,(주)티원엘에스,02-1644-8032,"서울특별시 금천구 가산디지털1로 145, 402호(가산동, 에이스하이엔드타워3차)",,,,,
[147] 컴퓨터용 모니터,(주)티원엘에스,02-1644-8032,"서울특별시 금천구 가산디지털1로 145, 402호(가산동, 에이스하이엔드타워3차)",,,,,
[102] 사무용지,(주)파라,02-578-8044,"경기도 평택시 서탄면 사리길 53-27, B동",,,,,
[246] 실내용 바닥 장식재,(주)파워데코코리아,02-2214-7381,경기도 남양주시 진접읍 경복대로 509,,,,,
[210] LED 등기구,(주)파워플러스,031-427-2456,"경상남도 진주시 동부로169번길 12, 9층 비907호(충부공동)",,,,,
[721] 합성수지 제품,(주)파이프랜드,033-638-1507,"강원도 속초시 농공단지길 96 (대포동, 대포농공단지내)",,,,,
[251] 접착제,(주)파인,031-355-7999,"경기도 안산시 단원구 원시로 268, 1층 (원시동)",,,,,
[610] 제설제,(주)파인젠,070-4849-5664,"경기도 용인시 기흥구 죽전로 17, 8층 801호 내 H140(보정동,풍산프라자)",,,,,
[209] 일반조명용 LED 램프,(주)파인테크닉스,031-463-8888,경기도 안양시 만안구 전파로24번길 93,,,,,
[210] LED 등기구,(주)파인테크닉스,031-463-8888,경기도 안양시 만안구 전파로24번길 93,,,,,
[248] 벽 및 천장 마감재,(주)파인텍,041-360-7000,충청남도 당진시 우강면 덕평로 751-13,,,,,
[307] 액상 세탁용 세제,(주)파인트리그룹,02-539-7802,"서울특별시 강남구 학동로 337, 9층 (논현동, H타워)",,,,,
[210] LED 등기구,(주)파인트리코리아,070-477-2377,"경기도 화성시 동탄첨단산업1로 14, 케이밸리 609호(영천동)",,,,,
[746] 골재 및 미분말,(주)파주비앤알,031-943-6688,경기도 파주시 월롱면 정문로 160,,,,,
[210] LED 등기구,(주)파트너,032-553-2140,경기도 김포시 양촌읍 황금3로7번길 81,,,,,
[172] 가구,(주)파트라,031-328-7618,경기도 용인시 처인구 남사면 완장천로 118-22,,,,,
[175] 의자,(주)파트라,031-328-7618,경기도 용인시 처인구 남사면 완장천로 118-22,,,,,
[606] 포장재,(주)팔도테크팩,02-551-9100,충청남도 논산시 성동면 산업단지로5길 19,,,,,
[321] 화장지,(주)팜파스,031-764-1295,경기도 광주시 오포읍 오포안로 325-45,,,,,
[724] 생분해성 수지 제품,(주)팜한농,02-3159-5500,"서울특별시 영등포구 여의대로 24, 5, 6층 (여의도동, 전국경제인엽합회회관)",,,,,
[606] 포장재,(주)팩시스,031-871-6598,경기도 양주시 남면 삼일로485번길 9-6,,,,,
[724] 생분해성 수지 제품,(주)팬에코,054-431-0018,"인천광역시 서구 정서진로 410, A동 107호 (오류동, 환경산업연구단지)",,,,,
[179] 가구류 부속품,(주)퍼맥스,031-534-2020,경기도 포천시 내촌면 금강로2076번길 20,,,,,
[721] 합성수지 제품,(주)퍼팩트,054-634-7790,경상북도 영주시 장수면 장수로220번길 51,,,,,
[305] 다목적 세정제,(주)퍼펙트코리아,031-942-1343,경기도 파주시 지목로131번길 40 (신촌동),,,,,
[241] 페인트,(주)펀스케이프,031-574-2508,경기도 남양주시 진접읍 경복대로바람골길 117-38,,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)펀스케이프,031-574-2508,경기도 남양주시 진접읍 경복대로바람골길 117-38,,,,,
[722] 고무제품,(주)펀스케이프,031-574-2508,경기도 남양주시 진접읍 경복대로바람골길 117-38,,,,,
[606] 포장재,(주)페이퍼맥스,043-211-8561,"충청북도 청주시 청원구 북이면 화상석성로 507, 1층",,,,,
[241] 페인트,(주)페트로산업,02-3462-9891,"서울특별시 송파구 송파대로 201, 비동 1304호,1305호 (문정동, 테라타워2)",,,,,
[244] 건설용 방수재,(주)페트로산업,02-3462-9891,"서울특별시 송파구 송파대로 201, 비동 1304호,1305호 (문정동, 테라타워2)",,,,,
[241] 페인트,(주)펜테크,032-572-7804,"인천광역시 서구 보도진로73번길 10 (가좌동, 펜테크)",,,,,
[608] 탈취제,(주)평강비아이엠,063-858-7577,전라북도 익산시 삼기면 삼기농공단지길 44,,,,,
[241] 페인트,(주)평강산업개발,032-506-2111,"서울특별시 도봉구 마들로 735-8, 101동 1층 13호(도봉동, 현대성우아파트)",,,,,
[721] 합성수지 제품,(주)평광산업,031-366-9024,경기도 화성시 남양읍 현대기아로324번길 11-12,,,,,
[726] 목재.합성수지 복합 성형 제품,(주)포나코,043-878-4770,충청북도 음성군 삼성면 대덕로 302,,,,,
[241] 페인트,(주)포담,02-447-5114,"서울특별시 광진구 자양로4길 23, 1층",,,,,
[248] 벽 및 천장 마감재,(주)포레스코,032-715-5753,인천광역시 서구 봉수대로 212 (가좌동),,,,,
[723] 목재 성형제품,(주)포레스코,032-715-5753,인천광역시 서구 봉수대로 212 (가좌동),,,,,
[172] 가구,(주)포머스,053-981-8806,경상북도 경산시 와촌면 불굴사길 29,,,,,
[174] 사무용 칸막이,(주)포머스,053-981-8806,경상북도 경산시 와촌면 불굴사길 29,,,,,
[175] 의자,(주)포머스,053-981-8806,경상북도 경산시 와촌면 불굴사길 29,,,,,
[177] 학생용 책상 및 의자,(주)포머스,053-981-8806,경상북도 경산시 와촌면 불굴사길 29,,,,,
[483] 침대,(주)포머스,053-981-8806,경상북도 경산시 와촌면 불굴사길 29,,,,,
[210] LED 등기구,(주)포메링,055-482-5502,경상북도 구미시 1공단로6길 103-25 (공단동),,,,,
[222] 샤워헤드 및 수도꼭지 절수 부속,(주)포세이온,032-678-7400,"경기도 부천시 산업로7번길 26, 6층(오정동, 유진빌딩)",,,,,
[210] LED 등기구,(주)포스라이팅,031-424-1558,경기도 화성시 양감면 송말길 8-33,,,,,
[606] 포장재,(주)포스토피아,02-2279-9171,"서울특별시 광진구 강변역로 2 (구의동, 서울광진우체국비동3,4층)",,,,,
[243] 보온·단열재,(주)포천수지,031-541-8560,경기도 포천시 가산면 진금로 93,,,,,
[265] 발광다이오드 전광판,(주)포트론,02-801-0205,"경기도 화성시 동탄원천로 354-28, 304-14호 (능동, 이너매스)",,,,,
[765] 소화기,(주)포트텍,02-2636-0911,서울특별시 영등포구 경인로 775 3-401 (문래동3가),,,,,
[743] 무기성 토목·건축 자재,(주)포항환경건설,054-261-8080,경상북도 포항시북구 흥해읍 덕장길 220,,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)폴리그라스코리아,054-382-2268,경상남도 김해시 진례면 고모로324번길 217-14,,,,,
[608] 탈취제,(주)폴리테츠코리아,02-2062-9794,"서울특별시 양천구 목동중앙로 43 ,204(목동,글로리파크)",,,,,
[243] 보온·단열재,(주)폼피아,061-394-3811,전라남도 장성군 삼계면 번창길 37,,,,,
[303] 주방용 세제,(주)푸른들,031-356-7477,경기도 화성시 서신면 전곡산단로 154-24,,,,,
[727] 바이오매스 합성수지 제품,(주)풀무원,043-903-3894,충청북도 음성군 대소면 삼양로 730-27,,,,,
[246] 실내용 바닥 장식재,(주)풍산마루,02-487-3688,경기도 평택시 청북읍 청북중앙로 274,,,,,
[241] 페인트,(주)퓨어네스트,02-6958-7178,"서울특별시 강남구 학동로77길 7 5층(청담동,유진빌딩)",,,,,
[210] LED 등기구,(주)퓨쳐라이팅,033-645-6887,강원도 강릉시 주문진읍 농공단지길 28-9,,,,,
[403] 식기세척기,(주)프라임,032-1644-9533,"인천 남동구 앵고개로627(고잔동,111블럭14롯트)",,,,,
[724] 생분해성 수지 제품,(주)프렉스,031-884-4579,경기도 여주시 가남읍 가남로 516-1,,,,,
[727] 바이오매스 합성수지 제품,(주)프렉스,031-884-4579,경기도 여주시 가남읍 가남로 516-1,,,,,
[606] 포장재,(주)프로팩,031-541-9556,경기도 포천시 가산면 선마로 80,,,,,
[724] 생분해성 수지 제품,(주)프로팩,031-541-9556,경기도 포천시 가산면 선마로 80,,,,,
[174] 사무용 칸막이,(주)플랜맥스,032-822-7060,"인천광역시 남동구 능허대로625번길 18-21(고잔동, 남동공단 137블럭 10롯트)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)플랜에이,031-272-9888,경기도 용인시 수지구 고기로721번길 5-3 (고기동),,,,,
[246] 실내용 바닥 장식재,(주)플러버,070-7769-8614,전라남도 함평군 월야면 백야길 88-70,,,,,
[722] 고무제품,(주)플러버,070-7769-8614,전라남도 함평군 월야면 백야길 88-70,,,,,
[248] 벽 및 천장 마감재,(주)플렉스코리아,02-718-3841,"서울특별시 마포구 토정로 214 (신수동,2층)",,,,,
[253] 이중 바닥재,(주)플로아테크,031-359-8388,"경기도 화성시 향남읍 발안로 380, 라동 202호",,,,,
[745] 블록·타일·판재류,(주)피노콘,031-351-8840,경기도 화성시 장안면 금의솔안길 178,,,,,
[304] 업소용 식기세척기용 세제,(주)피닉스,031-638-4470,경기도 이천시 마장면 중부대로 571-14,,,,,
[250] 창호 및 창호부속품,(주)피엔에스홈즈,051-316-5900,"부산광역시 사상구 학감대로 181, 1층(학장동)",,,,,
[314] 직물·편물 원단 및 단순가공품,(주)피엘에이코리아,010-5301-0209,"경기도 안양시 동안구 흥안대로 445, 10층 1005호(평촌동, 평촌 K-비즈리움)",,,,,
[241] 페인트,(주)피움,031-711-5460,"경기도 성남시 수정구 청계산로 686, 8층 809호 (고등동, 반도아이비밸리)",,,,,
[241] 페인트,(주)피움이노베이션,031-711-5460,"인천광역시 서구 정서진로 410, 비동 2층 212호 오류동, 환경산업연구단지(오류동,환경산업연구단지)",,,,,
[303] 주방용 세제,(주)피죤,02-3451-2000,서울특별시 강남구 논현로 531 (역삼동),,,,,
[608] 탈취제,(주)피톤치드수,02-1688-0656,"강원도 원주시 지정면 보통로 309. 1동, 2동",,,,,
[804] 카 쉐어링 서비스,(주)피플카,042-716-5600,"대전광역시 유성구 도안대로 563-1, 1층(봉명동)",,,,,
[241] 페인트,(주)피플코리아,02-488-9970,"서울특별시 송파구 송파대로 167, 에이동 1302호(문정동, 문정역 테라타워)",,,,,
[248] 벽 및 천장 마감재,(주)피플코리아,02-488-9970,"서울특별시 송파구 송파대로 167, 에이동 1302호(문정동, 문정역 테라타워)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)필드글로벌,031-264-7107,"경기도 성남시 분당구 황새울로200번길 26, 8층(수내동, 엔타워가든)",,,,,
[257] 인조 잔디 및 인조 잔디 구성 부품,(주)필드라인(FIELD-LINE),054-982-9958,"경상북도 성주군 성주읍 성주순환로 268, 2층",,,,,
[241] 페인트,(주)필드앤필드,031-990-7942,"경기도 안양시 동안구 엘에스로116번길 25-32, 1005호(호계동, 안양 SK V1 center)",,,,,
[210] LED 등기구,(주)필이엔지,032-212-7835,"부산광역시 강서구 대저중앙로 70, 1층(대저1동)",,,,,
[241] 페인트,(주)하나,070-7436-4216,"전라남도 순천시 연향번영4길 4(연향동,1층)",,,,,
[172] 가구,(주)하나로오에이퍼니처,042-633-9500,대전광역시 대덕구 오정로41번길 12,,,,,
[210] LED 등기구,(주)하나룩스,062-372-7835,광주광역시 서구 상무자유로 18-2 (치평동),,,,,
[246] 실내용 바닥 장식재,(주)하농,02-515-2626,"서울특별시 강남구 논현로 558 (역삼동, 배민빌딩 1,2층)",,,,,
